uuid,level,name,std1,app1,app1(%),app2,app2(%),feat1,feat1(%),feat3,feat3(%),feat6,feat6(%),opt1,opt1(%),opt2,opt2(%),opt3,opt3(%)
02-f67a3bc303a1bbba06df3714fe0fed1b,2,drive_modes,,,,9,,,,,,,,,,9,0,9,0
02-f7b8ebcd6eb644273412c45a030fb381,2,att_pool,,,,52,,,,,,,,,,52,0,52,0
02-f7bcde38b7a5661dd3d184a88d0973c3,2,__isr_table_entry_z_irq_spurious_irq_777,,,,8,,,,,,,,,,8,0,8,0
02-f7c68a8e35f297286f49d85713e95929,2,__isr_table_entry_z_irq_spurious_irq_798,,,,8,,,,,,,,,,8,0,8,0
02-f7df4a15b86d5cbeec9403b163ca5f3d,2,gatt_delayed_store.lto_priv.0,,,,96,,,,,,,,,,96,0,96,0
02-f80539f6f6a8a29c8582ef0aa291102d,2,tx_work,,,,16,,,,,,,,,,16,0,16,0
02-f8363a6660d14a24882f2b4062e05088,2,__isr_table_entry_z_irq_spurious_irq_718,,,,8,,,,,,,,,,8,0,8,0
02-f901b02f1f9945dd691fb1d53618ac7f,2,hello_world_str.lto_priv.0,,,,6,,,,,,,,,,6,0,6,0
02-f94b7dcef68abddb5f5207d7f09092ed,2,flags.0,,1,,1,0,,,,,1,0,,,1,0,,
02-f992de398a1d8b517297a0b73aa99b00,2,mbedtls_threading_key_slot_mutex,,,,20,,,,,,,,,,20,0,20,0
02-f9dd02e2b7574121a46646057962eec0,2,button_handler_mut,,,,20,,,,,,,,,,20,0,20,0
02-fa05914edaa05371db5014f4ccbe2da0,2,net_buf_fixed_att_pool,,,,4,,,,,,,,,,4,0,4,0
02-fa0bcf03a24a21405093a67e9517688a,2,__pinctrl_state_pins_0__device_dts_ord_102,,,,16,,,,,,,,,,16,0,16,0
02-fa87a29cec6f9ce04d9b2ed8dde0080e,2,report_map.0,,,,63,,,,,,,,,,63,0,63,0
02-fa9e63a66e9a24db464c4453be0a6004,2,pairing_button_pressed.2,1,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0
02-faa725230deed50b451cb3c8e595e632,2,conn_auth_callbacks,,,,24,,,,,,,,,,24,0,24,0
02-fac755350b9619a7cf5ddcdfa8c90120,2,request_conn_param_update.lto_priv.0,,,,1,,,,,,,,,,1,0,1,0
02-faca60aa9dc2615a93a3759c5ad6aaea,2,disconnected_handles,,,,4,,,,,,,,,,4,0,4,0
02-fb05f69ac1761b385b5f821b599762e1,2,_net_buf_discardable_pool,,,,84,,,,,,,,,,84,0,84,0
02-fb7868f2cd2eaa173f016604805aab49,2,bt_auth_info_cbs,8,8,0.0,8,0.0,8,0.0,8,0.0,8,0.0,8,0.0,8,0.0,8,0.0
02-fb8065d087a471f2612a4501da4279ce,2,__isr_table_entry_z_irq_spurious_irq_582,,,,8,,,,,,,,,,8,0,8,0
02-fc00bc36ec0093c49164d40caa1d6554,2,_k_fifo_buf_mitm_queue,,,,16,,,,,,,,,,16,0,16,0
02-fc8f5157bc9480cd276ef9a51b4da205,2,__pinctrl_dev_config__device_dts_ord_102,,,,12,,,,,,,,,,12,0,12,0
02-fd7c75fc223dbe157e1a03d89bb510fd,2,__isr_table_entry_z_irq_spurious_irq_669,,,,8,,,,,,,,,,8,0,8,0
02-fdec09a5f51e9a78bb72ed6946f583c1,2,sc_public_key,,,,4,,,,,,,,,,4,0,4,0
02-fe34bb0a1e761f6e48bff327960ecd16,2,__pinctrl_states__device_dts_ord_102,,,,8,,,,,,,,,,8,0,8,0
02-fe65966e9a65aa12b2f1734e09ef7587,2,prio_events,,,,40,,,,,,,,,,40,0,40,0
02-fe69fd0a878b10d190c924b2398bad9c,2,drivers,378,378,0.0,,,378,0.0,378,0.0,378,0.0,378,0.0,,,,
02-fed317d7a0fe18f44172be1a7db8096c,2,__isr_table_entry_z_irq_spurious_irq_790,,,,8,,,,,,,,,,8,0,8,0
02-ff3627ceddf194a904bfc48f325ec41c,2,silex_pk_engine,,,,112,,,,,,,,,,,,,
02-ffd58d189f6f0a4ee5d5f0bf3c323ef5,2,__isr_table_entry_z_irq_spurious_irq_616,,,,8,,,,,,,,,,8,0,8,0
03-020a8cfa922969a0b9035333f45988c3,3,ncs,4822,5354,11.03,2689,-44.23,5350,10.95,4822,0.0,4826,0.08,3329,-30.96,4541,-5.83,2685,-44.32
03-0b0760e072413088ea8460c3b4f43dbe,3,spi,138,138,0.0,,,138,0.0,138,0.0,138,0.0,138,0.0,,,,
03-1cb1159e7da1396bb694434a958c45ce,3,init.c,321,321,0.0,,,321,0.0,321,0.0,321,0.0,321,0.0,,,,
03-20a2fb1756e57575dd4d370cac1f07a7,3,condvar.c,4,4,0.0,,,4,0.0,4,0.0,4,0.0,4,0.0,,,,
03-213c7980207cea7201cff8d664caf150,3,clock_control,94,94,0.0,,,94,0.0,94,0.0,94,0.0,94,0.0,,,,
03-220b2a9ccbd0bf6d61dd085da17c5380,3,work.c,12,12,0.0,,,12,0.0,12,0.0,12,0.0,12,0.0,,,,
03-239d44f09ba4c853288f72de00e8538b,3,timeout.c,24,24,0.0,,,24,0.0,24,0.0,24,0.0,24,0.0,,,,
03-261ec5b4f78e6414af1f2102e74f4980,3,mutex.c,4,4,0.0,,,4,0.0,4,0.0,4,0.0,4,0.0,,,,
03-2c127bf32ccb4edf2bf22fea5a00e494,3,timer,28,28,0.0,,,28,0.0,28,0.0,28,0.0,28,0.0,,,,
03-2e5d8aa3dfa8ef34ca5131d20f9dad51,3,settings,49,49,0.0,,,49,0.0,49,0.0,49,0.0,49,0.0,,,,
03-37a184204b9448f00fb83003d8a6cc69,3,entropy,4,4,0.0,,,4,0.0,4,0.0,4,0.0,4,0.0,,,,
03-5ae9b7f211e23aac3df5f2b8f3b8eada,3,crypto,1472,1472,0.0,,,1472,0.0,1472,0.0,1472,0.0,1472,0.0,,,,
03-67e92c8765a9bc7fb2d335c459de9eb5,3,work,416,416,0.0,713,71.39,416,0.0,416,0.0,416,0.0,411,-1.2,718,72.6,713,71.39
03-74136b24217cb75599440e6e1d807cf7,3,serial,12,12,0.0,,,12,0.0,12,0.0,12,0.0,12,0.0,,,,
03-7abb446738b4dfa1b0d7734371b8946e,3,net_buf,4,4,0.0,,,4,0.0,4,0.0,4,0.0,4,0.0,,,,
03-7dfd0916e87aaa90a45bf1ec3391e970,3,subsys,5787,6039,4.35,,,6023,4.08,5787,0.0,5803,0.28,5787,0.0,,,,
03-820f20aaff1a08fa09ed2471da8e8e10,3,sem.c,4,4,0.0,,,4,0.0,4,0.0,4,0.0,4,0.0,,,,
03-955871c9778abe2297251e689899dcdc,3,gpio,42,42,0.0,,,42,0.0,42,0.0,42,0.0,42,0.0,,,,
03-9abfc3fa0a586782b875ee02ad45dcd8,3,bluetooth,11054,11070,0.14,,,11070,0.14,11054,0.0,11054,0.0,11054,0.0,,,,
03-a39401275d1b300aa789fb22aea4148a,3,flash,60,60,0.0,,,60,0.0,60,0.0,60,0.0,60,0.0,,,,
03-bda16fa0e64e7aad8ddd86b71b0c308c,3,system_work_q.c,2048,2048,0.0,,,2048,0.0,2048,0.0,2048,0.0,2048,0.0,,,,
03-c80a73b78d3d460ce9f1d222a87714b0,3,poll.c,4,4,0.0,,,4,0.0,4,0.0,4,0.0,4,0.0,,,,
03-cde9e8dec3ca8de88aa6cf61c1c0252c,3,hal,336,336,0.0,,,336,0.0,336,0.0,336,0.0,336,0.0,,,,
03-dd302f94682dbd2a114d63b0433602e0,3,os,4,4,0.0,,,4,0.0,4,0.0,4,0.0,4,0.0,,,,
03-e5823ba08cf6f8acc6662017ec572078,3,libc,32,32,0.0,20,-37.5,32,0.0,32,0.0,32,0.0,32,0.0,20,-37.5,20,-37.5
03-e8acc63b1e238f3255c900eed37254b8,3,lib,122,122,0.0,,,122,0.0,122,0.0,122,0.0,122,0.0,,,,
03-f843a7390a4012d214747466b1f97def,3,timeslicing.c,37,37,0.0,,,37,0.0,37,0.0,37,0.0,37,0.0,,,,
03-f926b3e222d7afee57071b2256839701,3,arm,25,25,0.0,,,25,0.0,25,0.0,25,0.0,25,0.0,,,,
03-fe69fd0a878b10d190c924b2398bad9c,3,drivers,72,72,0.0,,,72,0.0,72,0.0,72,0.0,72,0.0,,,,
