uuid,level,name,std1,stdz1,stdz1(%),opt1,opt1(%),app1,app1(%),app2,app2(%),feat1,feat1(%),feat2,feat2(%),feat3,feat3(%),feat4,feat4(%),feat5,feat5(%),feat6,feat6(%),feat7,feat7(%),feat8,feat8(%),feat9,feat9(%),feat10,feat10(%)
02-b773d60a8d78626f00b606310dc89b04,2,sdc_hci_cmd_le_read_rf_path_compensation,,,,,,,,,,,,,,,,4,,,,,,,,4,0,,,,
02-b7caad746afad4d73ec831ff1b9513da,2,sdc_build_revision_get,36,,,36,0.0,36,0.0,36,0.0,36,0.0,36,0.0,36,0.0,36,0.0,36,0.0,36,0.0,36,0.0,36,0.0,36,0.0,36,0.0
02-b89bfde627a60c39266ab081adab5aac,2,sdc_hci_cmd_vs_min_val_of_max_acl_tx_payload_set,4,,,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0
02-b91781d8e52bb9ff5b19d12bc440cf3b,2,pdu_validate_reject_ind,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-ba5c6f861f34e2c79eaa921981723767,2,sdc_disable,36,,,36,0.0,36,0.0,36,0.0,36,0.0,36,0.0,36,0.0,36,0.0,36,0.0,36,0.0,36,0.0,36,0.0,36,0.0,36,0.0
02-ba68b53c23e6ebabea40d1f37e95dc53,2,strncmp,36,36,0.0,36,0.0,36,0.0,36,0.0,36,0.0,36,0.0,36,0.0,36,0.0,36,0.0,36,0.0,36,0.0,36,0.0,36,0.0,36,0.0
02-babe32a5f64dce84480a6da9eebb38a4,2,__aeabi_idiv0,,2,,2,0,2,0,,,2,0,,,2,0,,,2,0,2,0,2,0,,,2,0,2,0
02-bbb472961737a6d9b0027d338f9bf5fe,2,mfy.2,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-bc84e97684c699c6b49c3455b9ee5722,2,__aeabi_l2d,,,,,,,,,,,,,,,,,,,,90,,,,,,,,,
02-be8da0e5e35f5ce53fead1bded6cbee3,2,sdc_cfg_set,448,,,172,-61.61,448,0.0,172,-61.61,448,0.0,448,0.0,448,0.0,448,0.0,448,0.0,448,0.0,448,0.0,448,0.0,448,0.0,448,0.0
02-bec6ce0af34f934bb2f370638696dee8,2,MPSL_IRQ_RADIO_Handler,44,,,44,0.0,44,0.0,44,0.0,44,0.0,44,0.0,44,0.0,44,0.0,44,0.0,44,0.0,44,0.0,44,0.0,44,0.0,44,0.0
02-bf8c62203a98fe64279cbbbe9f4ae317,2,mpsl_tx_power_radio_supported_power_adjust,32,,,32,0.0,32,0.0,32,0.0,32,0.0,32,0.0,32,0.0,32,0.0,32,0.0,32,0.0,32,0.0,32,0.0,32,0.0,32,0.0
02-bfa76f472f1b232cea81ccf49ef47a94,2,sdc_hci_cmd_vs_central_acl_event_spacing_set,4,,,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0
02-bfd86b3c02079de5f40138bc364dce23,2,pdu_validate_length_rsp,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-c01a12ef3a015a44ce5aa5a82d08d25d,2,sdc_support_central,64,,,52,-18.75,64,0.0,52,-18.75,64,0.0,64,0.0,64,0.0,,,64,0.0,64,0.0,64,0.0,,,64,0.0,64,0.0
02-c090ab7cef9c541e7f60bfa76f318878,2,sdc_hci_cmd_le_create_conn,4,,,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0
02-c0ce3b437b4942418e9d6fd3738c98cf,2,ocrypto_mod_p256_sub,,,,,,,,,,,,,,,,,,,,88,,,,,,,,,
02-c0d7b3cb77140cc41dcade3c5f7ec93e,2,ocrypto_aes_encrypt_block,,,,,,,,,,,,,,,,,,,,600,,,,,,,,,
02-c21e762daa3e695e48f286ac05ee4753,2,mfy.9,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-c4f3de7a94dea27d60750ff34c854c14,2,sdc_hci_cmd_vs_conn_event_extend,4,,,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0
02-c51784f8f20c0f6e4c6508e8658bb77e,2,sdc_hci_cmd_vs_event_length_set,4,,,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0
02-c55af073e162a75ce4cb86d8f51ebde4,2,pdu_validate_phy_rsp,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-c580cf279b58623e338789a551bbcd68,2,sdc_hci_cmd_le_ext_create_conn,,,,,,,,,,,,,,,,4,,,,,,,,4,0,,,,
02-c6251690a341e93a1665029127c70fdc,2,optind,,,,,,,,,,,,,,,,,,,,,,,,,,4,,4,0
02-c694df211e08d36f9405f0e859b53a9f,2,mpsl_fem_pa_configuration_set,12,,,12,0.0,12,0.0,12,0.0,12,0.0,12,0.0,12,0.0,12,0.0,12,0.0,12,0.0,12,0.0,12,0.0,12,0.0,12,0.0
02-c6b5d1bb77c0b3de9f6fbd4132c68f1c,2,__aeabi_memmove,,,,,,,,,,,,,,,,,,,,52,,,,,,,,,
02-c712a2cef9ffae5d12904ef5fb693956,2,sdc_hci_cmd_cb_reset,28,,,28,0.0,28,0.0,28,0.0,28,0.0,28,0.0,28,0.0,28,0.0,28,0.0,28,0.0,28,0.0,28,0.0,28,0.0,28,0.0
02-c757ca91f77918498b68faaf9b006d1c,2,sym_*,76294,,,53002,-30.53,76294,0.0,53002,-30.53,78882,3.39,126088,65.27,76294,0.0,76814,0.68,76294,0.0,98032,28.49,76294,0.0,76814,0.68,76294,0.0,76294,0.0
02-c7d5f8495162588e6bb8a9e1975c45e7,2,soc,268,268,0.0,268,0.0,268,0.0,268,0.0,268,0.0,268,0.0,268,0.0,268,0.0,268,0.0,268,0.0,268,0.0,268,0.0,268,0.0,268,0.0
02-c7da6bc96c0093fcc0e86ca6c7b79f3c,2,strncpy,,,,,,,,,,,,,,,,,,,,,,,,,,32,,32,0
02-c874f1bbc61513a3c07bb0c27eff4be2,2,sdc_hci_cmd_le_cs_read_remote_supported_capabilities,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,
02-c8c8082df8fbbfb22d7423667d8429e2,2,hex.4,17,17,0.0,17,0.0,17,0.0,17,0.0,17,0.0,17,0.0,17,0.0,17,0.0,17,0.0,17,0.0,17,0.0,17,0.0,17,0.0,17,0.0
02-c8e11e340dd6056ada73beca9311621f,2,att_handle_find_type_rsp,4,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0
02-c9f5fea207031a15153455b3ea285584,2,__device_dts_ord_102,20,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,24,20.0,24,20.0
02-caff8bca4317964a59c5784f7f21cd10,2,ocrypto_bigint_add256,,,,,,,,,,,,,,,,,,,,64,,,,,,,,,
02-cb6829ceee542dbdb1e71daedd5779a0,2,strtoul,204,204,0.0,204,0.0,204,0.0,204,0.0,204,0.0,204,0.0,204,0.0,204,0.0,204,0.0,204,0.0,204,0.0,204,0.0,204,0.0,204,0.0
02-cb75feab554681f8c14ea42c55611316,2,sdc_hci_cmd_ip_read_bd_addr,4,,,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0
02-cb827609341c41f4f8ba303a3651a4dd,2,mpsl_cx_register_callback,12,,,,,12,0.0,,,12,0.0,12,0.0,12,0.0,12,0.0,12,0.0,12,0.0,12,0.0,12,0.0,12,0.0,12,0.0
02-cc7afaef59be7b1286504fd3afbd4c66,2,sdc_hci_cmd_le_cs_write_cached_remote_fae_table,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,
02-cc7c95b9f24a6acd95c08552f9327061,2,pdu_validate_conn_param_rsp,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-ccab2c186347ea9dfecce3eb521ded07,2,sbox4,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,
02-ccc5b6f313dd8497bf4a3a3dd0dcdb77,2,ocrypto_aes_decrypt_block,,,,,,,,,,,,,,,,,,,,674,,,,,,,,,
02-ccee81d8756473fc081dc0c67d5c05a2,2,initial_run.2,1,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0
02-cd42a2cea7ceae03cab7ed043e9e1f96,2,mpsl_timeslot_request,182,,,182,0.0,182,0.0,182,0.0,182,0.0,182,0.0,182,0.0,182,0.0,182,0.0,182,0.0,182,0.0,182,0.0,182,0.0,182,0.0
02-cd5d38a34b4a2ea5cbc25b4a5bee18d7,2,atoi,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,
02-cd99509fe1cfec288a4f4a671e700c9b,2,mpsl_clock_hfclk_request,44,,,44,0.0,44,0.0,44,0.0,44,0.0,44,0.0,44,0.0,44,0.0,44,0.0,44,0.0,44,0.0,44,0.0,44,0.0,44,0.0
02-cdea42b9105c869936cd273eeb471b69,2,sdc_support_connection_subrating_central,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,
02-ceabf109d5223b99b33314259b9c7abb,2,ocrypto_sha256_init,,,,,,,,,,,,,,,,,,,,84,,,,,,,,,
02-cf397e45a526062d48bc03ff694759a6,2,sdc_hci_cmd_le_set_resolvable_private_address_timeout,4,,,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0
02-d0607ed01e74039b33ea207cf1ef0c82,2,shell_bt_nus_transport_api,,,,,,,,,,,,,,,,,,,,,,,,,,24,,24,0
02-d0f2f1b822b94d0ab7d885610594c63a,2,sdc_hci_cmd_le_create_conn_cancel,4,,,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0
02-d2197be4ef10d45698bc4c321ac4ebea,2,att_handle_read_group_rsp,4,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0
02-d26c988cbe9e4172a48e3af8faa05eca,2,mul_reduce,,,,,,,,,,,,,,,,,,,,184,,,,,,,,,
02-d2a973e4336f5cfd7e05238c22267b7f,2,state_string.0,,,,,,,,,,,,,,,,,,,,,,,,,,64,,64,0
02-d34f4bb2ff174ebb4c0de3f2a5ffd3dc,2,ocrypto_aes_slice,,,,,,,,,,,,,,,,,,,,170,,,,,,,,,
02-d3baf36213d9be20b87c0bbb61f70211,2,ocrypto_curve_p256_scalarmult,,,,,,,,,,,,,,,,,,,,364,,,,,,,,,
02-d3f32b9e3c5b79e3df751a5669cea100,2,sdc_hci_cmd_le_set_phy,4,,,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0
02-d436eb0fd9de10b54a828ce6435f7e81,2,include,1596,1650,3.38,1596,0.0,1704,6.77,1704,6.77,1596,0.0,1596,0.0,1596,0.0,1572,-1.5,1596,0.0,1790,12.16,1596,0.0,1572,-1.5,1640,2.76,1640,2.76
02-d599c52746e99c6568daa0b1d1fffdd2,2,levels.0,24,24,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,0.0
02-d59d9202487733ae0cf23af19d54cf7f,2,bt_addr_le_any,7,7,0.0,7,0.0,7,0.0,7,0.0,7,0.0,7,0.0,7,0.0,7,0.0,7,0.0,7,0.0,7,0.0,7,0.0,7,0.0,7,0.0
02-d6194c68fcc7e79bb57401be603cb1cc,2,arch,3312,3336,0.72,3312,0.0,3312,0.0,3312,0.0,3312,0.0,3312,0.0,3312,0.0,3312,0.0,3312,0.0,3312,0.0,3312,0.0,3312,0.0,3318,0.18,3318,0.18
02-d70efbaa31c0a51d4fd5b2eabe622a51,2,sdc_hci_cmd_le_set_random_address,4,,,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0
02-d8812829e89f59083522afd6a2e36e32,2,mpsl_fem_init,14,,,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0
02-d88cd213861ed6421c65841483f85c2f,2,addr.0,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,
02-d894ab5b1aa1ff87695a6f46024bc328,2,sdc_hci_cmd_cb_read_transmit_power_level,4,,,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0
02-d89d9f270b219f5a792bdf88ed8b8999,2,sdc_hci_cmd_le_set_address_resolution_enable,4,,,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0
02-d91736f216bc4556e5d4f1bf4fe9fdd9,2,sdc_hci_cmd_le_cs_read_local_supported_capabilities,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,
02-dac908d149f1f60f9d573cbf837037b6,2,sdc_hci_cmd_cb_write_authenticated_payload_timeout,4,,,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0
02-daff8b41793ecc4f91ba2911b8d0377c,2,mpsl_cx_granted_ops_get,12,,,,,12,0.0,,,12,0.0,12,0.0,12,0.0,12,0.0,12,0.0,12,0.0,12,0.0,12,0.0,12,0.0,12,0.0
02-db7c998204c31b747319f23aabef45f1,2,mpsl_fem_disable,12,,,12,0.0,12,0.0,12,0.0,12,0.0,12,0.0,12,0.0,12,0.0,12,0.0,12,0.0,12,0.0,12,0.0,12,0.0,12,0.0
02-dc46df748e7b0eb8da1d6cff089ebb09,2,snprintf,88,88,0.0,88,0.0,88,0.0,88,0.0,88,0.0,88,0.0,88,0.0,88,0.0,88,0.0,88,0.0,88,0.0,88,0.0,88,0.0,88,0.0
02-df0893220c993ffbeb28b75726e081f7,2,nrf,32787,28241,-13.87,32735,-0.16,32787,0.0,32735,-0.16,33055,0.82,33103,0.96,32787,0.0,32855,0.21,32787,0.0,46002,40.31,32787,0.0,32855,0.21,33741,2.91,33741,2.91
02-df25453e0e4cf059a75512a00220a87d,2,salt.0,16,16,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,0.0
02-dffef8c5c84dbb62653a82abf81e6beb,2,MPSL_IRQ_RTC0_Handler,24,,,24,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,0.0
02-e0637335fe10794739dca787873fe40b,2,bt_addr_le_none,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,
02-e23efbcab2ac4a10f27bbc1077827880,2,param_b,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,
02-e36d737fa4a8cf5074e86f88db7e649d,2,sdc_hci_cmd_le_read_buffer_size,4,,,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0
02-e3cece7122bd20a217917fb1e4198b27,2,sdc_hci_cmd_le_subrate_request,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,
02-e3de8bfda49cb34f755453b77dc7359a,2,sdc_hci_cmd_le_encrypt,4,,,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0
02-e43ba0f48394441ab7ea863d6da2fcbd,2,mpsl_dppi_fixed_channels_clear,36,,,36,0.0,36,0.0,36,0.0,36,0.0,36,0.0,36,0.0,36,0.0,36,0.0,36,0.0,36,0.0,36,0.0,36,0.0,36,0.0
02-e60f2458e0d7de06f2746de300c95fe8,2,att_handle_read_mult_rsp,4,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0
02-e8261dfe87b8844074ad85429056370a,2,sdc_support_dle_central,28,,,28,0.0,28,0.0,28,0.0,28,0.0,28,0.0,28,0.0,28,0.0,28,0.0,28,0.0,28,0.0,28,0.0,28,0.0,28,0.0
02-e8acc63b1e238f3255c900eed37254b8,2,lib,5598,6038,7.86,5590,-0.14,5590,-0.14,5590,-0.14,5590,-0.14,5590,-0.14,5598,0.0,5590,-0.14,5590,-0.14,5688,1.61,5590,-0.14,5590,-0.14,7082,26.51,7082,26.51
02-e9790f600363be0f8f0a72bf939d18e2,2,sdc_hci_cmd_vs_qos_conn_event_report_enable,12,,,12,0.0,12,0.0,12,0.0,12,0.0,12,0.0,12,0.0,12,0.0,12,0.0,12,0.0,12,0.0,12,0.0,12,0.0,12,0.0
02-ea622b2a73fe97e833d1c5ab1fe75ee7,2,att_handle_write_rsp,4,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0
02-eb6f5521617ef5229d5f07865b8ace94,2,MPSL_IRQ_TIMER0_Handler,20,,,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0
02-ed44d9757d23672067bed75a430410d4,2,__aeabi_dmul,,,,,,,,,,,,,,,,,,,,596,,,,,,,,,
02-ed783acc0af2235151b7bf04c87d5b8a,2,__aeabi_memcpy4,,,,,,,,26,,,,,,26,0,26,0,,,26,0,,,,,26,0,26,0
02-ed936896233620bbef288705cca2fc9c,2,mpsl_timeslot_session_count_set,70,,,70,0.0,70,0.0,70,0.0,70,0.0,70,0.0,70,0.0,70,0.0,70,0.0,70,0.0,70,0.0,70,0.0,70,0.0,70,0.0
02-ee5fe10904086488b93783648af4b107,2,cracen_initialized.0,4,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0
02-ef8dd57669f1fb0e7fcf22f2f8ca0d47,2,opterr,,,,,,,,,,,,,,,,,,,,,,,,,,4,,4,0
02-efb6d2c493d180fb66588b5f6138a1e0,2,pdu_validate_phy_req,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-efcd5df1d485cb0a428e9ff99c7cf5bc,2,mpsl_cx_request,12,,,,,12,0.0,,,12,0.0,12,0.0,12,0.0,12,0.0,12,0.0,12,0.0,12,0.0,12,0.0,12,0.0,12,0.0
02-f1ab11887e0dae965edda2003c9b6ae6,2,sdc_support_peripheral,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,
02-f20a80871df42f2f314d39505605bdfd,2,att_handle_prepare_write_rsp,4,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0
02-f24f62eeb789199b9b2e467df3b1876b,2,exit,28,28,0.0,28,0.0,28,0.0,28,0.0,28,0.0,28,0.0,28,0.0,28,0.0,28,0.0,28,0.0,28,0.0,28,0.0,28,0.0,28,0.0
02-f2e195dc7a14f89f31c36187ecba3710,2,mfy.1,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-f41bc883bfb28da6965314aa59a5f14a,2,mpsl_cx_release,12,,,,,12,0.0,,,12,0.0,12,0.0,12,0.0,12,0.0,12,0.0,12,0.0,12,0.0,12,0.0,12,0.0,12,0.0
02-f43575f29d8ef0d975e7efbd977d6572,2,sdc_hci_cmd_le_cs_remove_config,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,
02-f4ad0b857c28b50f09fd976cb19e2026,2,pdu_validate_pause_enc_rsp,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-f577f6ffd4f764d0e2493f4888c5ab92,2,sdc_hci_cmd_le_remove_device_from_filter_accept_list,4,,,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0
02-f657a2d70ff0fa1ccf78c3a699fc6262,2,__device_dts_ord_117,20,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,24,20.0,24,20.0
02-f6ee4bedf6eb08761afb47364ec1f540,2,cmd_sep.0,,,,,,,,,,,,,,,,,,,,,,,,,,4,,4,0
02-f93956a45370803544826a6dec09a7bf,2,sdc_hci_cmd_cb_set_event_mask_page_2,10,,,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0
02-f94b7dcef68abddb5f5207d7f09092ed,2,flags.0,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
02-f95041ea2980b71162eec9a9a3bd2d10,2,sdc_hci_cmd_le_set_scan_params,4,,,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0
02-fa557c79fec4ff1bb618b71f82bc2290,2,sdc_hci_cmd_le_set_privacy_mode,4,,,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0
02-fc3eebaed2cb0cda8e1f0fa7154015cc,2,sdc_enable,96,,,96,0.0,96,0.0,96,0.0,96,0.0,96,0.0,96,0.0,96,0.0,96,0.0,96,0.0,96,0.0,96,0.0,96,0.0,96,0.0
02-fcbd1b6fa454a0157d7a654570d48fae,2,m.8,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-fd64022a310a05e27ce53b4129058140,2,ocrypto_mod_p256_mul,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,
02-fe69fd0a878b10d190c924b2398bad9c,2,drivers,8783,8887,1.18,8783,0.0,8783,0.0,8783,0.0,8783,0.0,8783,0.0,8765,-0.2,8783,0.0,8783,0.0,8783,0.0,8783,0.0,8783,0.0,9461,7.72,9461,7.72
02-ff02fe4efedb9216ae16fb00240807db,2,mpsl_fem_lna_configuration_set,12,,,12,0.0,12,0.0,12,0.0,12,0.0,12,0.0,12,0.0,12,0.0,12,0.0,12,0.0,12,0.0,12,0.0,12,0.0,12,0.0
03-020a8cfa922969a0b9035333f45988c3,3,ncs,2284,2284,0.0,2284,0.0,2296,0.53,2296,0.53,2288,0.18,2284,0.0,2284,0.0,2284,0.0,2284,0.0,2288,0.18,2284,0.0,2284,0.0,2284,0.0,2284,0.0
03-071c0719c67955bb75a799d3fae5d0c2,3,isr_tables.c,1084,1084,0.0,1084,0.0,1084,0.0,1084,0.0,1084,0.0,1084,0.0,1084,0.0,1084,0.0,1084,0.0,1084,0.0,1084,0.0,1084,0.0,1084,0.0,1084,0.0
03-0800fc577294c34e0b28ad2839435945,3,hash,128,128,0.0,128,0.0,128,0.0,128,0.0,128,0.0,128,0.0,128,0.0,128,0.0,128,0.0,128,0.0,128,0.0,128,0.0,128,0.0,128,0.0
03-08f2c7846e02f19ae7b28b995b34587c,3,hal_nordic,6,6,0.0,6,0.0,6,0.0,6,0.0,6,0.0,6,0.0,6,0.0,6,0.0,6,0.0,6,0.0,6,0.0,6,0.0,6,0.0,6,0.0
03-0b0760e072413088ea8460c3b4f43dbe,3,spi,2314,2314,0.0,2314,0.0,2314,0.0,2314,0.0,2314,0.0,2314,0.0,2314,0.0,2314,0.0,2314,0.0,2314,0.0,2314,0.0,2314,0.0,2326,0.52,2326,0.52
03-0fea6a13c52b4d4725368f24b045ca84,3,cache,24,24,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,0.0
03-1690758d260872877fc13335f50e5bb2,3,spinlock_validate.c,88,88,0.0,88,0.0,88,0.0,88,0.0,88,0.0,88,0.0,88,0.0,88,0.0,88,0.0,88,0.0,88,0.0,88,0.0,88,0.0,88,0.0
03-1a4ed29befb37b814e1adce39b64ef5a,3,kheap.c,484,484,0.0,484,0.0,484,0.0,484,0.0,484,0.0,484,0.0,484,0.0,484,0.0,484,0.0,484,0.0,484,0.0,484,0.0,484,0.0,484,0.0
03-1cb1159e7da1396bb694434a958c45ce,3,init.c,700,700,0.0,700,0.0,700,0.0,700,0.0,700,0.0,700,0.0,700,0.0,700,0.0,700,0.0,700,0.0,700,0.0,700,0.0,708,1.14,708,1.14
03-20a2fb1756e57575dd4d370cac1f07a7,3,condvar.c,212,212,0.0,212,0.0,212,0.0,212,0.0,212,0.0,212,0.0,212,0.0,212,0.0,212,0.0,212,0.0,212,0.0,212,0.0,212,0.0,212,0.0
03-213c7980207cea7201cff8d664caf150,3,clock_control,1258,1362,8.27,1258,0.0,1258,0.0,1258,0.0,1258,0.0,1258,0.0,1258,0.0,1258,0.0,1258,0.0,1258,0.0,1258,0.0,1258,0.0,1270,0.95,1270,0.95
03-220b2a9ccbd0bf6d61dd085da17c5380,3,work.c,3162,3162,0.0,3162,0.0,3162,0.0,3162,0.0,3162,0.0,3162,0.0,3162,0.0,3162,0.0,3162,0.0,3162,0.0,3162,0.0,3162,0.0,3162,0.0,3162,0.0
03-239d44f09ba4c853288f72de00e8538b,3,timeout.c,1368,1368,0.0,1368,0.0,1368,0.0,1368,0.0,1368,0.0,1368,0.0,1368,0.0,1368,0.0,1368,0.0,1368,0.0,1368,0.0,1368,0.0,1368,0.0,1368,0.0
03-2591c98b70119fe624898b1e424b5e91,3,shell,,,,,,,,,,,,,,,,,,,,,,,,,,14858,,14858,0
03-261ec5b4f78e6414af1f2102e74f4980,3,mutex.c,726,726,0.0,726,0.0,726,0.0,726,0.0,726,0.0,726,0.0,726,0.0,726,0.0,726,0.0,726,0.0,726,0.0,726,0.0,726,0.0,726,0.0
03-2b3583e6e17721c54496bd04e57a0c15,3,utils,1704,2048,20.19,1704,0.0,1704,0.0,1704,0.0,1704,0.0,1704,0.0,1704,0.0,1704,0.0,1704,0.0,1704,0.0,1704,0.0,1704,0.0,2086,22.42,2086,22.42
03-2c127bf32ccb4edf2bf22fea5a00e494,3,timer,444,444,0.0,444,0.0,444,0.0,444,0.0,444,0.0,444,0.0,426,-4.05,444,0.0,444,0.0,444,0.0,444,0.0,444,0.0,444,0.0,444,0.0
03-2e5d8aa3dfa8ef34ca5131d20f9dad51,3,settings,2288,2288,0.0,2288,0.0,2288,0.0,2288,0.0,2288,0.0,2288,0.0,2288,0.0,2288,0.0,2288,0.0,2288,0.0,2288,0.0,2288,0.0,2288,0.0,2288,0.0
03-2eb9a102efc2c5e76b739c50b558b39a,3,xip.c,56,56,0.0,56,0.0,56,0.0,56,0.0,56,0.0,56,0.0,56,0.0,56,0.0,56,0.0,56,0.0,56,0.0,56,0.0,56,0.0,56,0.0
