uuid,parent,level,identifier,name,size
02-0e3226bb5894e16952512bbc8ab48227,01-665b1ea1222d25c5af30f0aec9f1f04e,2,:\rx_work_handler,rx_work_handler,632
02-0eb70b66a36643d931aa590d56213c7d,01-665b1ea1222d25c5af30f0aec9f1f04e,2,:\hids_outp_rep_ref_read,hids_outp_rep_ref_read,38
02-0f136d9604dbc292d653fb4b1b414746,01-665b1ea1222d25c5af30f0aec9f1f04e,2,:\z_irq_spurious,z_irq_spurious,10
02-0f1c1e33ca0e658ca20ddb2337fb2f61,01-665b1ea1222d25c5af30f0aec9f1f04e,2,:\call_handler,call_handler,62
02-0f242017f34f5349c3aec4114c634734,01-665b1ea1222d25c5af30f0aec9f1f04e,2,:\__isr_table_entry_z_irq_spurious_irq_698,__isr_table_entry_z_irq_spurious_irq_698,8
02-0f85e9215830daf3600468a741647a3f,01-665b1ea1222d25c5af30f0aec9f1f04e,2,:\mpsl_lock,mpsl_lock,20
02-0fbedaa99f3319829dd81d64082d6d8d,01-665b1ea1222d25c5af30f0aec9f1f04e,2,:\__isr_table_entry__isr_wrapper_irq_514,__isr_table_entry__isr_wrapper_irq_514,4
02-0fd8006230149ab229847684e149586d,01-665b1ea1222d25c5af30f0aec9f1f04e,2,:\k_cracen_mutex,k_cracen_mutex,20
02-0fff88c07796f6997bf005593b15c507,01-665b1ea1222d25c5af30f0aec9f1f04e,2,:\__isr_table_entry_z_irq_spurious_irq_741,__isr_table_entry_z_irq_spurious_irq_741,8
02-1003d7d17e0068ffa89071fa06bc4afd,01-665b1ea1222d25c5af30f0aec9f1f04e,2,:\sdc_hci_cmd_le_set_default_phy,sdc_hci_cmd_le_set_default_phy,4
02-10460ca8b067bc18da64c2e82eda1d22,01-665b1ea1222d25c5af30f0aec9f1f04e,2,:\read_pnp_id.lto_priv.0,read_pnp_id.lto_priv.0,24
02-10a6432854346ec3c586d511372ad1cf,01-665b1ea1222d25c5af30f0aec9f1f04e,2,:\att_find_type_req,att_find_type_req,192
02-10ad58af670c0132e8ce7bc45820c6a1,01-665b1ea1222d25c5af30f0aec9f1f04e,2,:\__isr_table_entry__isr_wrapper_irq_272,__isr_table_entry__isr_wrapper_irq_272,4
02-10ae1b43e1fc7c6fb8dc5724c0078b20,01-665b1ea1222d25c5af30f0aec9f1f04e,2,:\bt_le_adv_resume,bt_le_adv_resume,220
02-10bd057dbaae1fb82a5334f681effd3c,01-665b1ea1222d25c5af30f0aec9f1f04e,2,:\bt_att_chan_send_rsp.lto_priv.0,bt_att_chan_send_rsp.lto_priv.0,28
02-10c8101ac71baeaa267f63e6b7ba8427,01-665b1ea1222d25c5af30f0aec9f1f04e,2,:\bg_thread_main.lto_priv.0,bg_thread_main.lto_priv.0,3148
02-1100c46fd195a178983a5135e0d22f68,01-665b1ea1222d25c5af30f0aec9f1f04e,2,:\tc_aes_encrypt,tc_aes_encrypt,182
02-112f9b5b92ffb82b7882d1837b379d88,01-665b1ea1222d25c5af30f0aec9f1f04e,2,:\convert_to_id_on_match,convert_to_id_on_match,32
02-116abace34efc102a7ab6bfedbd435bb,01-665b1ea1222d25c5af30f0aec9f1f04e,2,:\__isr_table_entry__isr_wrapper_irq_96,__isr_table_entry__isr_wrapper_irq_96,4
